Id,Weekly_Sales
1_4_2013-06-21,22945.994406234833
1_4_2013-06-28,31615.7326749004
1_4_2013-07-05,22879.053000435066
1_4_2013-07-12,11102.119541609827
1_4_2013-07-19,37401.34831512971
1_4_2013-07-26,12566.45530479436
1_5_2012-11-02,15720.76100535278
1_5_2012-11-09,9044.507771994233
1_5_2012-11-16,5550.977680494031
1_5_2012-11-23,953.3347360921077
1_5_2012-11-30,4381.290476000838
1_5_2012-12-07,6844.272543515259
1_5_2012-12-14,7688.9922225862
1_5_2012-12-21,20448.029315283304
1_5_2012-12-28,6258.148491718938
1_5_2013-01-04,11173.202564209778
1_5_2013-01-11,6020.628059231458
1_5_2013-01-18,1610.702466673657
1_5_2013-01-25,1049.129991804661
1_5_2013-02-01,4213.234782681301
1_5_2013-02-08,2424.981618726205
1_5_2013-02-15,1711.1010190539128
1_5_2013-02-22,5283.6169712956
1_5_2013-03-01,5902.754627326796
1_5_2013-03-08,11317.739526113957
1_5_2013-03-15,2054.8237123008125
1_5_2013-03-22,2487.6478957999097
1_5_2013-03-29,3153.8459661711527
1_5_2013-04-05,76578.02083715024
1_5_2013-04-12,55156.696307056256
1_5_2013-04-19,257.56237113679964
1_5_2013-04-26,8158.544870794284
1_5_2013-05-03,5096.962891762654
1_5_2013-05-10,16440.55055802144
1_5_2013-05-17,1191.0688429884676
1_5_2013-05-24,11023.079140617632
1_5_2013-05-31,1902.771203833369
1_5_2013-06-07,-19.791291899510934
1_5_2013-06-14,9285.835058357627
1_5_2013-06-21,2109.184750559859
1_5_2013-06-28,5907.097020720696
1_5_2013-07-05,270.2493207932319
1_5_2013-07-12,939.9495713899552
1_5_2013-07-19,6313.563053278069
1_5_2013-07-26,2872.7301834231102
1_6_2012-11-02,37591.26050670242
1_6_2012-11-09,9945.97496556488
1_6_2012-11-16,31954.415201943135
1_6_2012-11-23,21259.693375116804
1_6_2012-11-30,32710.811438816436
1_6_2012-12-07,20765.337203252297
1_6_2012-12-14,6357.636052971564
1_6_2012-12-21,2905.201940830487
1_6_2012-12-28,48043.30458382948
1_6_2013-01-04,89461.3900074728
1_6_2013-01-11,70175.00276389507
1_6_2013-01-18,140719.00368603866
1_6_2013-01-25,80017.89561947207
1_6_2013-02-01,65006.916761342676
1_6_2013-02-08,115394.37500782195
1_6_2013-02-15,33889.49908498822
1_6_2013-02-22,38411.55491244469
1_6_2013-03-01,12825.817403762994
1_6_2013-03-08,23602.900382873107
1_6_2013-03-15,44582.82296774777
1_6_2013-03-22,8393.4476772552
1_6_2013-03-29,37957.6290017717
1_6_2013-04-05,22057.795113900214
1_6_2013-04-12,3633.139346989577
1_6_2013-04-19,19782.32475991744
1_6_2013-04-26,39244.73784945976
1_6_2013-05-03,33572.31649036438
1_6_2013-05-10,29606.512917100354
1_6_2013-05-17,21519.059990636888
1_6_2013-05-24,10493.432850807765
1_6_2013-05-31,39792.7451646036
1_6_2013-06-07,13143.362945676308
1_6_2013-06-14,13686.604634186933
1_6_2013-06-21,10129.364597753241
1_6_2013-06-28,3818.4737436952564
1_6_2013-07-05,553.1068381554546
1_6_2013-07-12,5006.965790222434
1_6_2013-07-19,6734.899518213242
1_6_2013-07-26,8503.036729414309
1_7_2012-11-02,17356.086258692256
1_7_2012-11-09,4639.738511368201
1_7_2012-11-16,10540.78962855546
1_7_2012-11-23,5400.893671664874
1_7_2012-11-30,1232.7674566284734
1_7_2012-12-07,976.6663452280488
1_7_2012-12-14,4379.454770959361
1_7_2012-12-21,2438.95321112572
1_7_2012-12-28,1375.8507941962787
1_7_2013-01-04,6116.860762664709
1_7_2013-01-11,4915.217006185605
1_7_2013-01-18,9247.195721945061
1_7_2013-01-25,1724.4002505511844
1_7_2013-02-01,1727.7920867920723
1_7_2013-02-08,2332.9211913000922
1_7_2013-02-15,70111.44867161618
1_7_2013-02-22,57450.624013309876
1_7_2013-03-01,610.1707094874623
1_7_2013-03-08,8008.217844185692
1_7_2013-03-15,4892.064913003948
1_7_2013-03-22,16945.566983516106
1_7_2013-03-29,1729.669822062326
1_7_2013-04-05,9498.060183125588
1_7_2013-04-12,1959.1996104689272
1_7_2013-04-19,62.7353127336849
1_7_2013-04-26,11004.590160122849
1_7_2013-05-03,1895.601252791587
1_7_2013-05-10,3645.148517510867
1_7_2013-05-17,197.7806691799264
1_7_2013-05-24,741.2522190607433
1_7_2013-05-31,5884.204703926545
1_7_2013-06-07,2867.901939623381
1_7_2013-06-14,40298.432247058074
1_7_2013-06-21,13669.472681788324
1_7_2013-06-28,30814.330109870934
1_7_2013-07-05,18936.95513196651
1_7_2013-07-12,30284.790312320853
1_7_2013-07-19,21550.403978865772
1_7_2013-07-26,5060.027476839859
1_8_2012-11-02,3183.199842085015
1_8_2012-11-09,46571.74505230149
1_8_2012-11-16,83435.84628755419
1_8_2012-11-23,65615.62996086254
1_8_2012-11-30,128688.19222791257
1_8_2012-12-07,75842.91355762145
1_8_2012-12-14,61968.12389847978
1_8_2012-12-21,110184.41993217802
1_8_2012-12-28,35854.511174377454
1_8_2013-01-04,37843.13769493187
1_8_2013-01-11,12319.858464791987
1_8_2013-01-18,-198.8215101064461
1_8_2013-01-25,22937.79685245168
1_8_2013-02-01,42610.86392281174
1_8_2013-02-08,6237.237329795502
1_8_2013-02-15,35836.02989969328
1_8_2013-02-22,22523.864923541416
1_8_2013-03-01,3500.6290558996093
1_8_2013-03-08,19600.38243560642
1_8_2013-03-15,38859.86261028553
1_8_2013-03-22,29733.3145591511
1_8_2013-03-29,30224.374036286845
1_8_2013-04-05,22496.01250185636
1_8_2013-04-12,10560.669070821557
1_8_2013-04-19,38124.78308736305
1_8_2013-04-26,14179.910470632421
1_8_2013-05-03,13248.99416681703
1_8_2013-05-10,10193.076980992137
1_8_2013-05-17,6631.783935776089
1_8_2013-05-24,778.4957818912706
1_8_2013-05-31,4830.3572544656145
1_8_2013-06-07,6239.802288257354
1_8_2013-06-14,9355.196735236863
1_8_2013-06-21,19455.05664425907
1_8_2013-06-28,5316.519903542609
1_8_2013-07-05,10712.53798511605
1_8_2013-07-12,6105.63275356316
1_8_2013-07-19,1461.6894714247105
1_8_2013-07-26,883.872369743318
1_9_2012-11-02,4447.682153556991
1_9_2012-11-09,1957.226568329264
1_9_2012-11-16,1155.3606835888504
1_9_2012-11-23,5860.136871732124
1_9_2012-11-30,5411.716085567464
1_9_2012-12-07,10453.855625221182
1_9_2012-12-14,2257.4149321351206
1_9_2012-12-21,2058.604921165738
1_9_2012-12-28,2778.4804187502805
1_9_2013-01-04,73651.97663823141
1_9_2013-01-11,56789.889342532835
1_9_2013-01-18,1021.9599897319847
1_9_2013-01-25,7789.29483076417
1_9_2013-02-01,4884.139582578603
1_9_2013-02-08,-475.34200297140893
1_9_2013-02-15,17170.90635255222
1_9_2013-02-22,1333.7794582520871
1_9_2013-03-01,10829.440841972515
1_9_2013-03-08,1628.6901231741683
1_9_2013-03-15,-209.91401117675903
1_9_2013-03-22,9604.665021034993
1_9_2013-03-29,1895.1061605707268
1_9_2013-04-05,4854.535320971041
1_9_2013-04-12,150.4440970477221
1_9_2013-04-19,603.7498313139832
1_9_2013-04-26,5828.355389463855
1_9_2013-05-03,2664.5372339773867
1_9_2013-05-10,40120.140801909954
1_9_2013-05-17,11577.808590743527
1_9_2013-05-24,29748.559263044885
1_9_2013-05-31,20095.868772505954
1_9_2013-06-07,30239.60100045771
1_9_2013-06-14,21669.551836002727
1_9_2013-06-21,5599.716202257234
1_9_2013-06-28,2762.8484285144154
1_9_2013-07-05,45989.61282377951
1_9_2013-07-12,82359.59105324459
1_9_2013-07-19,65065.6720590713
1_9_2013-07-26,129638.00008596538
1_10_2012-11-02,74385.0755921313
1_10_2012-11-09,62197.97123027459
1_10_2012-11-16,105442.66938583241
1_10_2012-11-23,33529.26970745778
1_10_2012-11-30,36068.97026115389
1_10_2012-12-07,12378.565941743187
1_10_2012-12-14,-156.51805319954423
1_10_2012-12-21,19136.3878805097
1_10_2012-12-28,51731.514176898
1_10_2013-01-04,9128.017141146702
1_10_2013-01-11,38807.29809415992
1_10_2013-01-18,20617.463984218648
1_10_2013-01-25,3208.3957156530932
1_10_2013-02-01,21215.116179917615
1_10_2013-02-08,39320.061920680826
1_10_2013-02-15,30233.18920651915
1_10_2013-02-22,29936.464002237797
1_10_2013-03-01,21858.454223410128
1_10_2013-03-08,10594.864423793924
1_10_2013-03-15,45195.089869519434
1_10_2013-03-22,13832.439979746636
1_10_2013-03-29,15826.07191032651
1_10_2013-04-05,8637.316460567064
1_10_2013-04-12,2961.7334108990513
1_10_2013-04-19,942.2278130700452
1_10_2013-04-26,5636.319057128512
1_10_2013-05-03,6701.562264024998
1_10_2013-05-10,9214.002405698478
1_10_2013-05-17,18866.686125340904
1_10_2013-05-24,4743.357469108634
1_10_2013-05-31,10963.84254601435
1_10_2013-06-07,7156.448594264918
1_10_2013-06-14,1176.5065616164945
1_10_2013-06-21,511.55322955967324
1_10_2013-06-28,3830.9751244326794
1_10_2013-07-05,2097.291015750654
1_10_2013-07-12,1129.2546341058103
1_10_2013-07-19,6094.957843913993
1_10_2013-07-26,5920.743754765464
1_11_2012-11-02,10077.921725700018
1_11_2012-11-09,2144.2005566918315
1_11_2012-11-16,1403.9305671214506
1_11_2012-11-23,2511.350696656397
1_11_2012-11-30,79580.6747771772
1_11_2012-12-07,61142.832784397535
1_11_2012-12-14,952.8283615836267
1_11_2012-12-21,7849.135976427268
1_11_2012-12-28,4392.96897798288
1_11_2013-01-04,-360.5219430765606
1_11_2013-01-11,19509.084906573426
1_11_2013-01-18,117.6240930207485
1_11_2013-01-25,10659.43168402201
1_11_2013-02-01,1843.6885353242722
1_11_2013-02-08,-207.85456011514077
1_11_2013-02-15,9466.236388867512
1_11_2013-02-22,2415.6714055509615
1_11_2013-03-01,6058.084708075321
1_11_2013-03-08,129.10715118460928
1_11_2013-03-15,656.3294036793886
1_11_2013-03-22,5361.608897241557
1_11_2013-03-29,3336.1539486157026
1_11_2013-04-05,50045.97998470324
1_11_2013-04-12,12072.791133233612
1_11_2013-04-19,40552.25282807263
1_11_2013-04-26,21074.739902028596
1_11_2013-05-03,33006.090013912646
1_11_2013-05-10,20464.414331033375
1_11_2013-05-17,7692.962398590931
1_11_2013-05-24,2274.5273504645033
1_11_2013-05-31,54801.92819072926
1_11_2013-06-07,92000.11035155004
1_11_2013-06-14,74565.55836724698
1_11_2013-06-21,149347.91693076474
1_11_2013-06-28,86149.09473584617
1_11_2013-07-05,64831.017649515496
1_11_2013-07-12,122183.64614367695
1_11_2013-07-19,34280.15384728674
1_11_2013-07-26,40239.55780906372
1_12_2012-11-02,12299.744529404908
1_12_2012-11-09,-58.38963457508638
1_12_2012-11-16,24505.936122015697
1_12_2012-11-23,42353.18338275393
1_12_2012-11-30,4976.444662354788
1_12_2012-12-07,35829.8496635483
1_12_2012-12-14,20029.750300816242
1_12_2012-12-21,2852.208218573913
1_12_2012-12-28,19032.982059627466
1_12_2013-01-04,39013.394202993426
1_12_2013-01-11,26606.927643985295
1_12_2013-01-18,30272.49464722172
1_12_2013-01-25,23708.223141158356
1_12_2013-02-01,9875.469664743969
1_12_2013-02-08,38308.634994339365
1_12_2013-02-15,13880.046145327984
1_12_2013-02-22,10653.706205998938
1_12_2013-03-01,9831.52674085661
1_12_2013-03-08,7392.111308414199
1_12_2013-03-15,1295.286930199742
1_12_2013-03-22,4300.642613053017
1_12_2013-03-29,6223.028783184313
1_12_2013-04-05,8818.266678180917
1_12_2013-04-12,19012.598727381093
1_12_2013-04-19,5499.414884957682
1_12_2013-04-26,10493.519031649854
1_12_2013-05-03,6892.737639185414
1_12_2013-05-10,1408.8353186226614
1_12_2013-05-17,961.9522799309617
1_12_2013-05-24,3658.939279931726
1_12_2013-05-31,1723.0987656682364
1_12_2013-06-07,1076.843528335151
1_12_2013-06-14,5402.200994852282
1_12_2013-06-21,5556.93002182835
1_12_2013-06-28,9898.941782504802
1_12_2013-07-05,1846.3111594921406
1_12_2013-07-12,2192.318197901651
1_12_2013-07-19,2884.691543412571
1_12_2013-07-26,74973.81513789446
1_13_2012-11-02,56324.51636416942
1_13_2012-11-09,716.4709702540066
1_13_2012-11-16,7651.975250958989
1_13_2012-11-23,4837.829784535104
1_13_2012-11-30,17256.89293044919
1_13_2012-12-07,1142.623182031112
1_13_2012-12-14,10820.78170140003
1_13_2012-12-21,1547.5373296524926
1_13_2012-12-28,-230.35021996231941
1_13_2013-01-04,9369.54273677892
1_13_2013-01-11,1375.6030410590524
1_13_2013-01-18,4771.519066963687
1_13_2013-01-25,214.54225436080307
1_13_2013-02-01,715.0381848921016
1_13_2013-02-08,5940.062055886999
1_13_2013-02-15,2663.9327147466606
1_13_2013-02-22,37645.1964842979
1_13_2013-03-01,10860.286983437805
1_13_2013-03-08,31772.154608469184
1_13_2013-03-15,20339.397376629622
1_13_2013-03-22,31154.116815248482
1_13_2013-03-29,21078.172331379763
1_13_2013-04-05,5849.348382130993
1_13_2013-04-12,2911.059126515665
1_13_2013-04-19,45150.72958209253
1_13_2013-04-26,88684.8845003879
1_13_2013-05-03,70023.76816085623
1_13_2013-05-10,140489.35355360992
1_13_2013-05-17,78076.63725455414
1_13_2013-05-24,65198.29528239038
1_13_2013-05-31,111316.89813562667
1_13_2013-06-07,32278.32574943885
1_13_2013-06-14,37502.16551657317
1_13_2013-06-21,12585.323636852421
1_13_2013-06-28,-60.09870345194722
1_13_2013-07-05,23125.833705120083
1_13_2013-07-12,43539.24483621847
1_13_2013-07-19,5795.909368974753
1_13_2013-07-26,35785.06813203755
1_14_2012-11-02,21452.73668552224
1_14_2012-11-09,3116.3589039509484
1_14_2012-11-16,19763.627347680544
1_14_2012-11-23,38329.83456460493
1_14_2012-11-30,29185.68608700578
1_14_2012-12-07,30469.31313692179
1_14_2012-12-14,22521.708707843936
1_14_2012-12-21,9985.213031185142
1_14_2012-12-28,38756.019368752866
1_14_2013-01-04,13727.638211528394
1_14_2013-01-11,12738.667670192162
1_14_2013-01-18,9617.043528874327
1_14_2013-01-25,4485.84892084359
1_14_2013-02-01,667.8009712161245
1_14_2013-02-08,4522.501420415269
1_14_2013-02-15,6178.093302600768
1_14_2013-02-22,8468.386904565381
1_14_2013-03-01,18647.91564040303
1_14_2013-03-08,5557.816274788857
1_14_2013-03-15,10284.895568759823
1_14_2013-03-22,6695.588007901067
1_14_2013-03-29,1184.6833588227923
1_14_2013-04-05,885.3214284177783
1_14_2013-04-12,4218.815743972752
1_14_2013-04-19,1814.969130257945
1_14_2013-04-26,1367.3123006863127
1_14_2013-05-03,5704.700627686431
1_14_2013-05-10,5563.4507243553435
1_14_2013-05-17,10593.855260678307
1_14_2013-05-24,2084.1614600762277
1_14_2013-05-31,1634.8244073708665
1_14_2013-06-07,2744.702996842597
1_14_2013-06-14,74198.87510296394
1_14_2013-06-21,56068.02125497908
1_14_2013-06-28,747.2114791817237
1_14_2013-07-05,7668.094647065398
1_14_2013-07-12,4512.195699964333
1_14_2013-07-19,17820.36609210284
1_14_2013-07-26,81.01251228993988
1_16_2012-11-02,1392.4725127204374
1_16_2012-11-09,10242.109199360499
1_16_2012-11-16,1634.6217686640694
1_16_2012-11-23,-87.34301602827507
1_16_2012-11-30,10407.618785137394
1_16_2012-12-07,2046.2317732167348
1_16_2012-12-14,4648.08440025404
1_16_2012-12-21,257.5806957476335
1_16_2012-12-28,667.1848915206264
1_16_2013-01-04,5814.522267123976
1_16_2013-01-11,2590.961772870995
1_16_2013-01-18,40828.92763473056
1_16_2013-01-25,10899.600429720509
1_16_2013-02-01,31001.09532389317
1_16_2013-02-08,20409.691390314212
1_16_2013-02-15,30381.86889971354
1_16_2013-02-22,21648.304600147647
1_16_2013-03-01,5794.230207164899
1_16_2013-03-08,2491.770000775747
1_16_2013-03-15,47460.39101023306
1_16_2013-03-22,83576.60058475738
1_16_2013-03-29,65819.13463537596
1_16_2013-04-05,130418.04527749387
1_16_2013-04-12,75020.20289707997
1_16_2013-04-19,62215.16213082068
1_16_2013-04-26,107396.94225206737
1_16_2013-05-03,34730.4391609524
1_16_2013-05-10,36323.64313296989
1_16_2013-05-17,12733.401915952176
1_16_2013-05-24,-1.554613698560924
1_16_2013-05-31,33993.4298245969
1_16_2013-06-07,40100.7456567368
1_16_2013-06-14,5073.927599912378
1_16_2013-06-21,36918.2624558196
1_16_2013-06-28,22252.02328199947
1_16_2013-07-05,3565.995132659982
1_16_2013-07-12,18287.361153232578
1_16_2013-07-19,40576.6917094747
1_16_2013-07-26,24009.846457700245
1_17_2012-11-02,31569.211556573307
1_17_2012-11-09,25259.142629170186
1_17_2012-11-16,11220.309498627032
1_17_2012-11-23,38379.281268398096
1_17_2012-11-30,14842.771544222769
1_17_2012-12-07,10732.43526344761
1_17_2012-12-14,10761.98131210679
1_17_2012-12-21,14364.003088837087
1_17_2012-12-28,2243.178966473409
1_17_2013-01-04,4386.987601123877
1_17_2013-01-11,7097.483261076524
1_17_2013-01-18,8064.714969418049
1_17_2013-01-25,23168.821848462125
1_17_2013-02-01,6749.9691203626335
1_17_2013-02-08,13120.349306153708
1_17_2013-02-15,5533.916542366355
1_17_2013-02-22,1923.5376751002623
1_17_2013-03-01,1963.1235881457774
1_17_2013-03-08,5155.832450337813
1_17_2013-03-15,2511.8493088840555
1_17_2013-03-22,3285.7488537876447
1_17_2013-03-29,4590.266191970969
1_17_2013-04-05,5446.70653181952
1_17_2013-04-12,12952.069733047016
1_17_2013-04-19,2102.1494335306943
1_17_2013-04-26,2489.0750444053565
1_17_2013-05-03,3202.7376316436607
1_17_2013-05-10,70325.2010448344
1_17_2013-05-17,53957.03409853217
1_17_2013-05-24,1292.5220769693708
1_17_2013-05-31,7852.629643084982
1_17_2013-06-07,6526.357924980498
1_17_2013-06-14,16849.947398500713
1_17_2013-06-21,1389.9489753956066
1_17_2013-06-28,10580.459659672813
1_17_2013-07-05,2495.590462065009
1_17_2013-07-12,386.1645694054273
1_17_2013-07-19,12327.17490970246
1_17_2013-07-26,1526.5088434174056
1_18_2012-11-02,6503.557493309245
1_18_2012-11-09,836.0459839368701
1_18_2012-11-16,1008.2104263047131
1_18_2012-11-23,6666.844914007892
1_18_2012-11-30,3669.3068563186816
1_18_2012-12-07,34971.34967429482
1_18_2012-12-14,12698.001150968603
1_18_2012-12-21,32567.146285913517
1_18_2012-12-28,22509.552365002288
1_18_2013-01-04,31814.495539642274
1_18_2013-01-11,24057.5563312359
1_18_2013-01-18,4997.523529623426
1_18_2013-01-25,3141.8054030043813
1_18_2013-02-01,43797.10172053485
1_18_2013-02-08,89340.72728002146
1_18_2013-02-15,66556.49137633904
1_18_2013-02-22,136019.6181936566
1_18_2013-03-01,74842.88824880071
1_18_2013-03-08,64249.631837098386
1_18_2013-03-15,105395.74865663222
1_18_2013-03-22,33766.90305732242
1_18_2013-03-29,38024.420327361986
1_18_2013-04-05,13225.875185550773
1_18_2013-04-12,164.41440339051434
1_18_2013-04-19,25154.826243940228
1_18_2013-04-26,44726.216553084
1_18_2013-05-03,6789.8433255080245
1_18_2013-05-10,39726.7475475862
1_18_2013-05-17,17981.36637896104
1_18_2013-05-24,3877.4308994701355
1_18_2013-06-07,15689.537886470944
1_18_2013-07-05,41632.87378350608
1_19_2012-11-02,23430.410138373518
1_19_2012-11-09,30133.76208956808
1_19_2012-11-16,25359.221493064408
1_19_2012-11-23,11094.654321853339
1_19_2012-11-30,39810.94051367638
1_19_2012-12-07,14089.898233772301
1_19_2012-12-14,12957.376339825698
1_19_2012-12-21,10896.77646321935
1_19_2012-12-28,8799.3873334041
1_19_2013-01-04,2506.2026291595794
1_19_2013-01-11,4098.709882074427
1_19_2013-01-18,7180.640345783883
1_19_2013-01-25,9566.221258320045
1_19_2013-02-01,22545.17136884312
1_19_2013-02-08,6561.15704025417
1_19_2013-02-15,11715.464803665667
1_19_2013-02-22,7003.5615172784
1_19_2013-03-01,1757.8892079905534
1_19_2013-03-08,1690.8123730315585
1_19_2013-03-15,4422.559061569542
1_19_2013-03-22,2457.2689880591565
1_19_2013-03-29,2254.9439074772267
1_19_2013-04-05,5287.13942777046
1_19_2013-04-12,6003.84851131515
1_19_2013-04-19,12118.597944892254
1_19_2013-04-26,2361.8621724846566
1_19_2013-05-03,2545.741800242725
1_19_2013-05-10,3392.4405656957824
1_19_2013-05-17,75633.27214909608
1_19_2013-05-24,56981.55558228784
1_19_2013-05-31,1012.2015989747248
1_19_2013-06-07,7717.064353997318
1_19_2013-06-14,6153.317916885596
1_19_2013-06-21,18179.281135622685
1_19_2013-06-28,1130.9077078930236
1_19_2013-07-05,10259.751903387816
1_19_2013-07-12,2646.3302456546426
1_19_2013-07-19,644.9784546629924
1_19_2013-07-26,9983.125109461025
1_20_2012-11-02,980.9882359586932
1_20_2012-11-09,6489.40944336432
1_20_2012-11-16,840.5443375484822
1_20_2012-11-23,1763.7350075540442
1_20_2012-11-30,6952.009596228418
1_20_2012-12-07,3096.2603726776724
1_20_2012-12-14,39840.78448368744
1_20_2012-12-21,11563.644550077888
1_20_2012-12-28,38037.225343097554
1_20_2013-01-04,20450.14487212016
1_20_2013-01-11,31903.060061845303
1_20_2013-01-18,20551.144805077587
1_20_2013-01-25,6255.926749819895
1_20_2013-02-01,2980.1708573683663
1_20_2013-02-08,49239.33851421321
1_20_2013-02-15,94621.3657806646
1_20_2013-02-22,74162.85715014796
1_20_2013-03-01,145189.7362549993
1_20_2013-03-08,80673.53596636097
1_20_2013-03-15,64289.970256067536
1_20_2013-03-22,112217.59267506705
1_20_2013-03-29,30964.71170956506
1_20_2013-04-05,38318.56096569267
1_20_2013-04-12,12919.884220430935
1_20_2013-04-19,25907.15786789311
1_20_2013-04-26,40433.11992340549
1_20_2013-05-03,2525.527687536304
1_20_2013-05-10,35796.00605192816
1_20_2013-05-17,17660.263344283743
1_20_2013-05-24,3489.35985755379
1_20_2013-05-31,15886.702829627413
1_20_2013-06-07,37891.49887883261
1_20_2013-06-14,21549.935907145176
1_20_2013-06-21,29874.13259250513
